id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status,peso_urgencia,peso_origem,tempo_espera_norm,score_priorizacao
761,Baixa,Cliente K,Internet,App,151,Erro de cobrança,Em andamento,1,2.0,0.7563451776649747,9.269035532994923
762,Média,Cliente A,Telefone,WhatsApp,113,Instabilidade,Resolvido,2,2.5,0.5634517766497462,13.440355329949238
763,Baixa,Cliente D,Internet,WhatsApp,108,Erro de cobrança,Em andamento,1,2.5,0.5380710659898477,9.364213197969542
764,Alta,Cliente C,TV,Autoatendimento,160,Solicitação de reembolso,Em andamento,4,1.0,0.8020304568527918,19.906091370558375
765,Baixa,Cliente F,Telefone,Email,54,Instabilidade,Resolvido,1,1.5,0.2639593908629442,7.041878172588833
766,Média,Cliente I,Data Center,Autoatendimento,118,Mudança de endereço,Resolvido,2,1.0,0.5888324873096447,11.266497461928934
767,Alta,Cliente I,Internet,App,107,Mudança de endereço,Aberto,4,2.0,0.5329949238578681,22.598984771573605
768,Alta,Cliente G,Data Center,App,94,Reclamação atendimento,Aberto,4,2.0,0.467005076142132,22.401015228426395
769,Média,Cliente L,Internet,Autoatendimento,60,Erro de cobrança,Resolvido,2,1.0,0.29441624365482233,10.383248730964468
770,Alta,Cliente I,Telefone,Autoatendimento,98,Queda de sinal,Em andamento,4,1.0,0.4873096446700508,18.961928934010153
771,Baixa,Cliente H,Telefone,Telefone,87,Instabilidade,Em andamento,1,2.0,0.43147208121827413,8.294416243654823
772,Alta,Cliente E,Internet,Email,178,Instabilidade,Aberto,4,1.5,0.8934010152284264,22.93020304568528
773,Baixa,Cliente I,Internet,Email,28,Erro de cobrança,Resolvido,1,1.5,0.1319796954314721,6.645939086294416
774,Média,Cliente G,Internet,WhatsApp,73,Reclamação atendimento,Aberto,2,2.5,0.3604060913705584,14.831218274111675
775,Alta,Cliente E,TV,Email,123,Erro de cobrança,Aberto,4,1.5,0.6142131979695431,22.09263959390863
776,Baixa,Cliente H,Internet,Autoatendimento,186,Instabilidade,Em andamento,1,1.0,0.934010152284264,8.302030456852792
777,Baixa,Cliente G,Data Center,WhatsApp,135,Erro de cobrança,Em andamento,1,2.5,0.6751269035532995,9.775380710659899
778,Alta,Cliente I,Internet,WhatsApp,175,Erro de cobrança,Resolvido,4,2.5,0.8781725888324873,22.38451776649746
779,Alta,Cliente J,Data Center,Autoatendimento,26,Reclamação atendimento,Aberto,4,1.0,0.1218274111675127,19.865482233502537
780,Média,Cliente A,Internet,Telefone,99,Reclamação atendimento,Em andamento,2,2.0,0.49238578680203043,12.47715736040609
781,Alta,Cliente I,Internet,App,138,Falha total,Aberto,4,2.0,0.6903553299492385,23.071065989847718
782,Média,Cliente G,Internet,App,65,Instabilidade,Resolvido,2,2.0,0.3197969543147208,11.959390862944163
783,Baixa,Cliente A,Nuvem,WhatsApp,160,Falha total,Em andamento,1,2.5,0.8020304568527918,10.156091370558375
784,Média,Cliente A,Telefone,App,148,Erro de cobrança,Resolvido,2,2.0,0.7411167512690355,13.223350253807107
785,Baixa,Cliente E,Internet,Autoatendimento,114,Erro de cobrança,Aberto,1,1.0,0.5685279187817259,9.205583756345177
786,Crítica,Cliente H,Internet,App,66,Queda de sinal,Resolvido,8,2.0,0.3248730964467005,35.974619289340104
787,Média,Cliente I,Internet,Autoatendimento,99,Lentidão,Em andamento,2,1.0,0.49238578680203043,10.97715736040609
788,Média,Cliente L,Telefone,WhatsApp,146,Problema recorrente,Em andamento,2,2.5,0.7309644670050761,13.942893401015228
789,Média,Cliente F,Internet,Telefone,35,Reclamação atendimento,Resolvido,2,2.0,0.16751269035532995,11.50253807106599
790,Crítica,Cliente L,TV,Email,165,Erro de cobrança,Em andamento,8,1.5,0.8274111675126904,36.73223350253807
791,Baixa,Cliente J,Telefone,Autoatendimento,142,Falha total,Resolvido,1,1.0,0.7106598984771574,7.631979695431472
792,Média,Cliente L,Nuvem,Autoatendimento,60,Solicitação de reembolso,Em andamento,2,1.0,0.29441624365482233,10.383248730964468
793,Média,Cliente H,Telefone,Telefone,90,Lentidão,Resolvido,2,2.0,0.4467005076142132,12.34010152284264
794,Média,Cliente F,Internet,Autoatendimento,77,Erro de cobrança,Aberto,2,1.0,0.38071065989847713,12.642131979695431
795,Baixa,Cliente K,Data Center,Telefone,150,Mudança de endereço,Aberto,1,2.0,0.751269035532995,11.253807106598984
796,Alta,Cliente F,Internet,WhatsApp,102,Instabilidade,Em andamento,4,2.5,0.5076142131979695,21.272842639593907
797,Crítica,Cliente D,Internet,Telefone,111,Solicitação de upgrade,Aberto,8,2.0,0.5532994923857868,38.65989847715736
798,Média,Cliente K,Nuvem,Autoatendimento,194,Solicitação de reembolso,Em andamento,2,1.0,0.9746192893401016,12.423857868020304
799,Alta,Cliente E,Internet,Autoatendimento,7,Lentidão,Aberto,4,1.0,0.025380710659898477,19.576142131979694
800,Crítica,Cliente B,Internet,Autoatendimento,110,Solicitação de reembolso,Resolvido,8,1.0,0.5482233502538071,35.14467005076142
801,Alta,Cliente C,Internet,WhatsApp,12,Queda de sinal,Resolvido,4,2.5,0.050761421319796954,19.90228426395939
802,Baixa,Cliente C,Internet,WhatsApp,81,Solicitação de reembolso,Em andamento,1,2.5,0.4010152284263959,8.953045685279188
803,Média,Cliente L,Internet,Telefone,151,Reclamação atendimento,Resolvido,2,2.0,0.7563451776649747,13.269035532994923
804,Média,Cliente K,Internet,Autoatendimento,140,Reclamação atendimento,Aberto,2,1.0,0.700507614213198,13.601522842639593
805,Média,Cliente E,Internet,WhatsApp,166,Erro de cobrança,Resolvido,2,2.5,0.8324873096446701,14.24746192893401
806,Alta,Cliente E,Nuvem,WhatsApp,27,Problema recorrente,Em andamento,4,2.5,0.12690355329949238,20.130710659898476
807,Crítica,Cliente F,Telefone,Telefone,186,Falha total,Aberto,8,2.0,0.934010152284264,39.80203045685279
808,Crítica,Cliente E,Telefone,Telefone,155,Lentidão,Resolvido,8,2.0,0.7766497461928934,37.32994923857868
809,Média,Cliente L,Telefone,Autoatendimento,107,Lentidão,Em andamento,2,1.0,0.5329949238578681,11.098984771573605
810,Baixa,Cliente F,Nuvem,Autoatendimento,150,Lentidão,Resolvido,1,1.0,0.751269035532995,7.753807106598985
811,Crítica,Cliente H,Nuvem,Telefone,186,Reclamação atendimento,Resolvido,8,2.0,0.934010152284264,37.80203045685279
812,Alta,Cliente B,Nuvem,Autoatendimento,155,Problema recorrente,Resolvido,4,1.0,0.7766497461928934,19.82994923857868
813,Baixa,Cliente D,Nuvem,Telefone,16,Reclamação atendimento,Resolvido,1,2.0,0.07106598984771574,7.213197969543147
814,Crítica,Cliente F,Internet,WhatsApp,104,Solicitação de upgrade,Em andamento,8,2.5,0.5177664974619289,37.30329949238579
815,Alta,Cliente L,Telefone,App,192,Lentidão,Resolvido,4,2.0,0.9644670050761421,21.893401015228427
816,Média,Cliente E,Telefone,WhatsApp,164,Problema recorrente,Aberto,2,2.5,0.8223350253807107,16.217005076142133
817,Média,Cliente A,Telefone,WhatsApp,140,Queda de sinal,Resolvido,2,2.5,0.700507614213198,13.851522842639593
818,Média,Cliente I,Telefone,Telefone,107,Problema recorrente,Aberto,2,2.0,0.5329949238578681,14.598984771573605
819,Baixa,Cliente C,Internet,Autoatendimento,69,Erro de cobrança,Em andamento,1,1.0,0.3401015228426396,6.520304568527919
820,Média,Cliente B,Internet,Telefone,90,Solicitação de reembolso,Resolvido,2,2.0,0.4467005076142132,12.34010152284264
821,Alta,Cliente I,Nuvem,WhatsApp,179,Mudança de endereço,Resolvido,4,2.5,0.8984771573604061,22.445431472081218
822,Baixa,Cliente G,Telefone,Email,30,Reclamação atendimento,Resolvido,1,1.5,0.14213197969543148,6.676395939086294
823,Média,Cliente E,Internet,Email,65,Problema recorrente,Em andamento,2,1.5,0.3197969543147208,11.209390862944163
824,Média,Cliente L,Internet,Telefone,170,Erro de cobrança,Aberto,2,2.0,0.8527918781725888,15.558375634517766
825,Média,Cliente F,Telefone,Autoatendimento,97,Solicitação de reembolso,Resolvido,2,1.0,0.48223350253807107,10.946700507614214
826,Crítica,Cliente L,Internet,WhatsApp,155,Queda de sinal,Em andamento,8,2.5,0.7766497461928934,38.07994923857868
827,Média,Cliente K,Internet,WhatsApp,29,Erro de cobrança,Resolvido,2,2.5,0.13705583756345177,12.161167512690355
828,Média,Cliente D,Internet,Autoatendimento,85,Solicitação de upgrade,Resolvido,2,1.0,0.4213197969543147,10.763959390862944
829,Alta,Cliente A,Internet,WhatsApp,177,Solicitação de upgrade,Resolvido,4,2.5,0.8883248730964467,22.41497461928934
830,Média,Cliente D,Internet,Telefone,195,Solicitação de reembolso,Resolvido,2,2.0,0.9796954314720813,13.939086294416244
831,Baixa,Cliente I,TV,WhatsApp,24,Lentidão,Resolvido,1,2.5,0.1116751269035533,8.08502538071066
832,Média,Cliente A,Internet,Telefone,40,Mudança de endereço,Aberto,2,2.0,0.19289340101522842,13.578680203045685
833,Baixa,Cliente J,Internet,WhatsApp,70,Erro de cobrança,Resolvido,1,2.5,0.34517766497461927,8.785532994923859
834,Baixa,Cliente C,TV,Email,22,Lentidão,Aberto,1,1.5,0.10152284263959391,8.554568527918782
835,Média,Cliente E,TV,App,121,Instabilidade,Aberto,2,2.0,0.6040609137055838,14.812182741116752
836,Média,Cliente G,Internet,App,87,Reclamação atendimento,Resolvido,2,2.0,0.43147208121827413,12.294416243654823
837,Crítica,Cliente I,TV,Telefone,178,Solicitação de upgrade,Resolvido,8,2.0,0.8934010152284264,37.68020304568528
838,Média,Cliente F,Data Center,Telefone,95,Solicitação de upgrade,Resolvido,2,2.0,0.4720812182741117,12.416243654822335
839,Média,Cliente C,Nuvem,Telefone,93,Lentidão,Aberto,2,2.0,0.4619289340101523,14.385786802030458
840,Média,Cliente G,TV,Autoatendimento,165,Problema recorrente,Resolvido,2,1.0,0.8274111675126904,11.98223350253807
841,Baixa,Cliente D,TV,Autoatendimento,82,Falha total,Resolvido,1,1.0,0.40609137055837563,6.718274111675127
842,Média,Cliente C,Internet,Autoatendimento,86,Falha total,Resolvido,2,1.0,0.4263959390862944,10.779187817258883
843,Baixa,Cliente G,Telefone,WhatsApp,166,Reclamação atendimento,Em andamento,1,2.5,0.8324873096446701,10.24746192893401
844,Crítica,Cliente K,Telefone,Telefone,128,Falha total,Resolvido,8,2.0,0.6395939086294417,36.91878172588832
845,Baixa,Cliente K,Internet,Autoatendimento,89,Solicitação de upgrade,Resolvido,1,1.0,0.4416243654822335,6.824873096446701
846,Média,Cliente G,Telefone,WhatsApp,95,Problema recorrente,Resolvido,2,2.5,0.4720812182741117,13.166243654822335
847,Baixa,Cliente D,TV,WhatsApp,129,Solicitação de upgrade,Aberto,1,2.5,0.6446700507614214,11.684010152284264
848,Crítica,Cliente L,Data Center,Email,43,Mudança de endereço,Aberto,8,1.5,0.20812182741116753,36.8743654822335
849,Média,Cliente G,Internet,WhatsApp,191,Solicitação de upgrade,Aberto,2,2.5,0.9593908629441624,16.628172588832488
850,Média,Cliente K,Internet,Autoatendimento,100,Queda de sinal,Em andamento,2,1.0,0.49746192893401014,10.99238578680203
851,Baixa,Cliente B,Telefone,Autoatendimento,135,Reclamação atendimento,Em andamento,1,1.0,0.6751269035532995,7.525380710659899
852,Alta,Cliente A,Internet,Email,137,Problema recorrente,Resolvido,4,1.5,0.6852791878172588,20.305837563451774
853,Baixa,Cliente L,Telefone,Autoatendimento,70,Reclamação atendimento,Resolvido,1,1.0,0.34517766497461927,6.535532994923858
854,Crítica,Cliente B,Internet,WhatsApp,41,Mudança de endereço,Em andamento,8,2.5,0.19796954314720813,36.34390862944162
855,Baixa,Cliente D,Telefone,Telefone,139,Mudança de endereço,Aberto,1,2.0,0.6954314720812182,11.086294416243655
856,Baixa,Cliente H,Telefone,App,32,Erro de cobrança,Em andamento,1,2.0,0.15228426395939088,7.456852791878172
857,Baixa,Cliente C,Internet,WhatsApp,31,Solicitação de reembolso,Aberto,1,2.5,0.14720812182741116,10.191624365482234
858,Média,Cliente J,Internet,WhatsApp,180,Solicitação de reembolso,Resolvido,2,2.5,0.9035532994923858,14.460659898477157
859,Média,Cliente F,Internet,Telefone,86,Lentidão,Em andamento,2,2.0,0.4263959390862944,12.279187817258883
860,Baixa,Cliente F,Internet,App,165,Queda de sinal,Resolvido,1,2.0,0.8274111675126904,9.48223350253807
861,Alta,Cliente I,TV,WhatsApp,62,Mudança de endereço,Aberto,4,2.5,0.30456852791878175,22.663705583756347
862,Média,Cliente I,Telefone,Autoatendimento,28,Mudança de endereço,Resolvido,2,1.0,0.1319796954314721,9.895939086294415
863,Média,Cliente D,Internet,WhatsApp,36,Lentidão,Resolvido,2,2.5,0.17258883248730963,12.26776649746193
864,Média,Cliente I,Telefone,Telefone,61,Mudança de endereço,Aberto,2,2.0,0.29949238578680204,13.898477157360405
865,Média,Cliente F,Internet,Autoatendimento,33,Queda de sinal,Resolvido,2,1.0,0.15736040609137056,9.972081218274111
866,Média,Cliente B,TV,Telefone,91,Problema recorrente,Aberto,2,2.0,0.4517766497461929,14.355329949238579
867,Baixa,Cliente J,Internet,Email,133,Problema recorrente,Em andamento,1,1.5,0.6649746192893401,8.24492385786802
868,Baixa,Cliente K,Nuvem,Telefone,92,Solicitação de reembolso,Resolvido,1,2.0,0.45685279187817257,8.370558375634518
869,Alta,Cliente F,Telefone,WhatsApp,101,Erro de cobrança,Resolvido,4,2.5,0.5025380710659898,21.257614213197968
870,Crítica,Cliente B,Telefone,WhatsApp,28,Lentidão,Resolvido,8,2.5,0.1319796954314721,36.14593908629442
871,Média,Cliente H,TV,WhatsApp,48,Falha total,Aberto,2,2.5,0.233502538071066,14.450507614213198
872,Baixa,Cliente D,Nuvem,Telefone,135,Reclamação atendimento,Aberto,1,2.0,0.6751269035532995,11.025380710659899
873,Média,Cliente E,Data Center,Telefone,27,Queda de sinal,Aberto,2,2.0,0.12690355329949238,13.380710659898478
874,Média,Cliente H,Telefone,Autoatendimento,25,Falha total,Aberto,2,1.0,0.116751269035533,11.850253807106599
875,Baixa,Cliente K,Internet,Autoatendimento,120,Instabilidade,Em andamento,1,1.0,0.5989847715736041,7.2969543147208125
876,Baixa,Cliente H,Nuvem,App,45,Solicitação de reembolso,Resolvido,1,2.0,0.2182741116751269,7.654822335025381
877,Alta,Cliente L,Internet,App,143,Queda de sinal,Resolvido,4,2.0,0.7157360406091371,21.14720812182741
878,Média,Cliente L,Nuvem,Telefone,142,Mudança de endereço,Resolvido,2,2.0,0.7106598984771574,13.131979695431472
879,Baixa,Cliente F,TV,Telefone,155,Instabilidade,Resolvido,1,2.0,0.7766497461928934,9.329949238578681
880,Baixa,Cliente D,Nuvem,App,44,Mudança de endereço,Em andamento,1,2.0,0.2131979695431472,7.6395939086294415
881,Baixa,Cliente A,Nuvem,Telefone,44,Reclamação atendimento,Aberto,1,2.0,0.2131979695431472,9.639593908629442
882,Alta,Cliente L,Internet,WhatsApp,67,Queda de sinal,Em andamento,4,2.5,0.3299492385786802,20.73984771573604
883,Baixa,Cliente G,Telefone,Autoatendimento,111,Erro de cobrança,Aberto,1,1.0,0.5532994923857868,9.15989847715736
884,Baixa,Cliente H,Internet,WhatsApp,112,Falha total,Resolvido,1,2.5,0.5583756345177665,9.425126903553299
885,Alta,Cliente I,Internet,App,157,Problema recorrente,Resolvido,4,2.0,0.7868020304568528,21.360406091370557
886,Baixa,Cliente B,Internet,App,2,Falha total,Em andamento,1,2.0,0.0,7.0
887,Média,Cliente A,Internet,Telefone,141,Queda de sinal,Aberto,2,2.0,0.7055837563451777,15.116751269035532
888,Baixa,Cliente D,TV,WhatsApp,111,Lentidão,Resolvido,1,2.5,0.5532994923857868,9.40989847715736
889,Baixa,Cliente E,Data Center,WhatsApp,179,Solicitação de reembolso,Aberto,1,2.5,0.8984771573604061,12.445431472081218
890,Baixa,Cliente J,Telefone,Autoatendimento,182,Reclamação atendimento,Resolvido,1,1.0,0.9137055837563451,8.241116751269036
891,Alta,Cliente L,Internet,Autoatendimento,61,Lentidão,Resolvido,4,1.0,0.29949238578680204,18.398477157360407
892,Alta,Cliente A,Nuvem,App,184,Mudança de endereço,Em andamento,4,2.0,0.9238578680203046,21.771573604060915
893,Alta,Cliente E,Nuvem,Telefone,164,Solicitação de reembolso,Aberto,4,2.0,0.8223350253807107,23.467005076142133
894,Média,Cliente F,TV,Telefone,190,Problema recorrente,Resolvido,2,2.0,0.9543147208121827,13.862944162436548
895,Média,Cliente C,Telefone,Telefone,27,Solicitação de reembolso,Resolvido,2,2.0,0.12690355329949238,11.380710659898478
896,Baixa,Cliente L,Nuvem,App,160,Solicitação de reembolso,Aberto,1,2.0,0.8020304568527918,11.406091370558375
897,Média,Cliente G,Internet,WhatsApp,58,Solicitação de reembolso,Resolvido,2,2.5,0.28426395939086296,12.602791878172589
898,Crítica,Cliente F,Data Center,WhatsApp,141,Reclamação atendimento,Resolvido,8,2.5,0.7055837563451777,37.86675126903553
899,Baixa,Cliente D,Data Center,WhatsApp,134,Solicitação de reembolso,Aberto,1,2.5,0.6700507614213198,11.76015228426396
900,Baixa,Cliente C,Nuvem,WhatsApp,136,Mudança de endereço,Aberto,1,2.5,0.6802030456852792,11.790609137055839
901,Baixa,Cliente E,Internet,WhatsApp,145,Queda de sinal,Aberto,1,2.5,0.7258883248730964,11.92766497461929
902,Baixa,Cliente C,Nuvem,App,53,Instabilidade,Aberto,1,2.0,0.25888324873096447,9.776649746192893
903,Baixa,Cliente J,Telefone,WhatsApp,82,Reclamação atendimento,Aberto,1,2.5,0.40609137055837563,10.968274111675127
904,Média,Cliente I,Telefone,Telefone,150,Mudança de endereço,Aberto,2,2.0,0.751269035532995,15.253807106598984
905,Média,Cliente I,Nuvem,Email,28,Solicitação de reembolso,Aberto,2,1.5,0.1319796954314721,12.645939086294415
906,Crítica,Cliente F,Internet,Email,112,Reclamação atendimento,Aberto,8,1.5,0.5583756345177665,37.9251269035533
907,Alta,Cliente K,Internet,Autoatendimento,117,Erro de cobrança,Resolvido,4,1.0,0.583756345177665,19.251269035532996
908,Média,Cliente F,Nuvem,Autoatendimento,80,Falha total,Resolvido,2,1.0,0.39593908629441626,10.687817258883248
909,Baixa,Cliente L,Nuvem,App,24,Falha total,Em andamento,1,2.0,0.1116751269035533,7.33502538071066
910,Média,Cliente D,Nuvem,Telefone,128,Mudança de endereço,Resolvido,2,2.0,0.6395939086294417,12.918781725888325
911,Média,Cliente D,Internet,Telefone,26,Mudança de endereço,Aberto,2,2.0,0.1218274111675127,13.365482233502538
912,Baixa,Cliente B,TV,Telefone,140,Problema recorrente,Resolvido,1,2.0,0.700507614213198,9.101522842639593
913,Média,Cliente J,Internet,Telefone,64,Problema recorrente,Resolvido,2,2.0,0.3147208121827411,11.944162436548224
914,Média,Cliente D,TV,Email,186,Falha total,Em andamento,2,1.5,0.934010152284264,13.052030456852792
915,Média,Cliente H,Internet,Telefone,86,Queda de sinal,Resolvido,2,2.0,0.4263959390862944,12.279187817258883
916,Média,Cliente J,TV,Telefone,183,Queda de sinal,Resolvido,2,2.0,0.9187817258883249,13.756345177664976
917,Média,Cliente B,Telefone,Autoatendimento,120,Falha total,Aberto,2,1.0,0.5989847715736041,13.296954314720812
918,Crítica,Cliente I,Data Center,App,11,Erro de cobrança,Resolvido,8,2.0,0.04568527918781726,35.13705583756345
919,Alta,Cliente A,Telefone,App,179,Solicitação de reembolso,Resolvido,4,2.0,0.8984771573604061,21.695431472081218
920,Baixa,Cliente B,Telefone,Email,113,Falha total,Resolvido,1,1.5,0.5634517766497462,7.940355329949239
921,Alta,Cliente B,Internet,WhatsApp,130,Solicitação de reembolso,Aberto,4,2.5,0.649746192893401,23.699238578680202
922,Média,Cliente K,TV,Telefone,71,Instabilidade,Resolvido,2,2.0,0.350253807106599,12.050761421319796
923,Crítica,Cliente F,Telefone,App,159,Solicitação de reembolso,Resolvido,8,2.0,0.7969543147208121,37.390862944162436
924,Alta,Cliente G,Internet,Email,56,Queda de sinal,Resolvido,4,1.5,0.27411167512690354,19.07233502538071
925,Média,Cliente C,Telefone,Email,99,Solicitação de upgrade,Aberto,2,1.5,0.49238578680203043,13.72715736040609
926,Baixa,Cliente K,Nuvem,Telefone,87,Solicitação de upgrade,Aberto,1,2.0,0.43147208121827413,10.294416243654823
927,Baixa,Cliente I,Internet,Telefone,135,Falha total,Aberto,1,2.0,0.6751269035532995,11.025380710659899
928,Média,Cliente E,Internet,WhatsApp,106,Problema recorrente,Em andamento,2,2.5,0.5279187817258884,13.333756345177665
929,Média,Cliente E,Telefone,Telefone,25,Instabilidade,Aberto,2,2.0,0.116751269035533,13.350253807106599
930,Baixa,Cliente K,Nuvem,Telefone,86,Solicitação de reembolso,Aberto,1,2.0,0.4263959390862944,10.279187817258883
931,Baixa,Cliente L,Internet,WhatsApp,104,Lentidão,Resolvido,1,2.5,0.5177664974619289,9.303299492385786
932,Alta,Cliente D,Data Center,Telefone,134,Solicitação de upgrade,Resolvido,4,2.0,0.6700507614213198,21.01015228426396
933,Crítica,Cliente I,Data Center,Email,136,Solicitação de reembolso,Em andamento,8,1.5,0.6802030456852792,36.29060913705584
934,Média,Cliente H,Internet,Autoatendimento,132,Solicitação de reembolso,Resolvido,2,1.0,0.6598984771573604,11.47969543147208
935,Baixa,Cliente L,Internet,Email,142,Reclamação atendimento,Resolvido,1,1.5,0.7106598984771574,8.381979695431472
936,Baixa,Cliente D,TV,Autoatendimento,183,Queda de sinal,Aberto,1,1.0,0.9187817258883249,10.256345177664976
937,Baixa,Cliente D,Data Center,App,192,Instabilidade,Resolvido,1,2.0,0.9644670050761421,9.893401015228427
938,Crítica,Cliente B,TV,Telefone,77,Solicitação de reembolso,Resolvido,8,2.0,0.38071065989847713,36.142131979695435
939,Baixa,Cliente I,Internet,Email,135,Mudança de endereço,Aberto,1,1.5,0.6751269035532995,10.275380710659899
940,Média,Cliente C,Internet,WhatsApp,99,Erro de cobrança,Aberto,2,2.5,0.49238578680203043,15.22715736040609
941,Baixa,Cliente D,Telefone,Autoatendimento,48,Erro de cobrança,Em andamento,1,1.0,0.233502538071066,6.200507614213198
942,Média,Cliente G,Telefone,WhatsApp,56,Solicitação de reembolso,Resolvido,2,2.5,0.27411167512690354,12.57233502538071
943,Média,Cliente J,Internet,App,50,Solicitação de upgrade,Aberto,2,2.0,0.2436548223350254,13.730964467005077
944,Alta,Cliente H,Telefone,Autoatendimento,186,Instabilidade,Resolvido,4,1.0,0.934010152284264,20.30203045685279
945,Baixa,Cliente H,Internet,Telefone,4,Problema recorrente,Aberto,1,2.0,0.01015228426395939,9.030456852791879
946,Baixa,Cliente D,Telefone,Telefone,23,Problema recorrente,Resolvido,1,2.0,0.1065989847715736,7.319796954314721
947,Baixa,Cliente G,Internet,Telefone,36,Queda de sinal,Resolvido,1,2.0,0.17258883248730963,7.517766497461929
948,Crítica,Cliente J,Internet,App,29,Instabilidade,Resolvido,8,2.0,0.13705583756345177,35.411167512690355
949,Alta,Cliente A,Nuvem,Telefone,171,Solicitação de reembolso,Resolvido,4,2.0,0.8578680203045685,21.573604060913706
950,Média,Cliente F,Internet,WhatsApp,141,Queda de sinal,Aberto,2,2.5,0.7055837563451777,15.866751269035532
951,Média,Cliente F,Telefone,Autoatendimento,130,Instabilidade,Resolvido,2,1.0,0.649746192893401,11.449238578680204
952,Média,Cliente F,Internet,Autoatendimento,101,Falha total,Resolvido,2,1.0,0.5025380710659898,11.00761421319797
953,Baixa,Cliente L,Internet,Autoatendimento,118,Reclamação atendimento,Resolvido,1,1.0,0.5888324873096447,7.2664974619289335
954,Crítica,Cliente B,Internet,Telefone,24,Mudança de endereço,Resolvido,8,2.0,0.1116751269035533,35.33502538071066
955,Média,Cliente H,Internet,WhatsApp,102,Erro de cobrança,Aberto,2,2.5,0.5076142131979695,15.27284263959391
956,Média,Cliente E,Internet,Autoatendimento,29,Reclamação atendimento,Resolvido,2,1.0,0.13705583756345177,9.911167512690355
957,Média,Cliente E,Nuvem,Email,114,Solicitação de reembolso,Aberto,2,1.5,0.5685279187817259,13.955583756345177
958,Baixa,Cliente B,Internet,Telefone,118,Erro de cobrança,Aberto,1,2.0,0.5888324873096447,10.766497461928934
959,Baixa,Cliente D,Internet,Autoatendimento,198,Lentidão,Em andamento,1,1.0,0.9949238578680203,8.48477157360406
960,Alta,Cliente L,Nuvem,Autoatendimento,165,Queda de sinal,Em andamento,4,1.0,0.8274111675126904,19.982233502538072
961,Baixa,Cliente I,Internet,Autoatendimento,126,Lentidão,Resolvido,1,1.0,0.6294416243654822,7.388324873096447
962,Média,Cliente I,TV,Telefone,55,Falha total,Resolvido,2,2.0,0.26903553299492383,11.807106598984772
963,Baixa,Cliente F,Internet,Telefone,176,Lentidão,Resolvido,1,2.0,0.883248730964467,9.649746192893401
964,Média,Cliente K,Internet,App,57,Problema recorrente,Resolvido,2,2.0,0.27918781725888325,11.83756345177665
965,Média,Cliente I,Telefone,App,11,Reclamação atendimento,Resolvido,2,2.0,0.04568527918781726,11.137055837563452
966,Média,Cliente D,Data Center,Email,134,Problema recorrente,Resolvido,2,1.5,0.6700507614213198,12.26015228426396
967,Alta,Cliente K,Internet,Telefone,143,Solicitação de reembolso,Resolvido,4,2.0,0.7157360406091371,21.14720812182741
968,Média,Cliente A,Internet,Telefone,153,Solicitação de reembolso,Em andamento,2,2.0,0.766497461928934,13.299492385786802
969,Média,Cliente B,Internet,App,192,Queda de sinal,Em andamento,2,2.0,0.9644670050761421,13.893401015228427
970,Média,Cliente A,Internet,WhatsApp,29,Erro de cobrança,Resolvido,2,2.5,0.13705583756345177,12.161167512690355
971,Média,Cliente H,Nuvem,Telefone,22,Solicitação de upgrade,Resolvido,2,2.0,0.10152284263959391,11.304568527918782
972,Crítica,Cliente I,Internet,Telefone,77,Mudança de endereço,Resolvido,8,2.0,0.38071065989847713,36.142131979695435
973,Alta,Cliente J,Nuvem,Telefone,21,Falha total,Resolvido,4,2.0,0.09644670050761421,19.289340101522843
974,Baixa,Cliente L,Internet,WhatsApp,191,Problema recorrente,Resolvido,1,2.5,0.9593908629441624,10.628172588832488
975,Baixa,Cliente F,Nuvem,App,116,Falha total,Aberto,1,2.0,0.5786802030456852,10.736040609137056
976,Baixa,Cliente B,Telefone,Autoatendimento,97,Lentidão,Resolvido,1,1.0,0.48223350253807107,6.946700507614214
977,Média,Cliente F,Nuvem,Autoatendimento,52,Problema recorrente,Resolvido,2,1.0,0.25380710659898476,10.261421319796954
978,Baixa,Cliente I,Internet,Telefone,103,Mudança de endereço,Aberto,1,2.0,0.5126903553299492,10.538071065989847
979,Média,Cliente L,TV,Autoatendimento,41,Solicitação de reembolso,Resolvido,2,1.0,0.19796954314720813,10.093908629441625
980,Média,Cliente C,TV,WhatsApp,86,Solicitação de upgrade,Resolvido,2,2.5,0.4263959390862944,13.029187817258883
981,Média,Cliente I,Telefone,WhatsApp,82,Queda de sinal,Aberto,2,2.5,0.40609137055837563,14.968274111675127
982,Alta,Cliente B,Nuvem,Telefone,194,Reclamação atendimento,Em andamento,4,2.0,0.9746192893401016,21.923857868020306
983,Baixa,Cliente K,Telefone,WhatsApp,116,Problema recorrente,Resolvido,1,2.5,0.5786802030456852,9.486040609137056
984,Baixa,Cliente E,Nuvem,Telefone,109,Queda de sinal,Aberto,1,2.0,0.5431472081218274,10.629441624365482
985,Alta,Cliente K,Internet,WhatsApp,157,Lentidão,Em andamento,4,2.5,0.7868020304568528,22.110406091370557
986,Média,Cliente B,Telefone,WhatsApp,183,Lentidão,Aberto,2,2.5,0.9187817258883249,16.506345177664976
987,Alta,Cliente G,Nuvem,Telefone,3,Mudança de endereço,Resolvido,4,2.0,0.005076142131979695,19.01522842639594
